job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
858,Database Administrator,Sage,"Southampton, UK",Technology,Contract,Executive,9/20/2025,"Administer databases, optimise performance and ensure secure, reliable access to critical business data. Key requirements include sql, linux, reporting, and troubleshooting.","sql, linux, reporting, troubleshooting, confidentiality",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,83000,112000,97500
859,Investment Banker,Goldman Sachs,"Swansea, UK",Finance,Contract,Head of,6/14/2025,"Support transaction execution, financial analysis and client presentations across banking and capital markets activity. Key requirements include financial modelling, excel, risk analysis, and presentation.","financial modelling, excel, risk analysis, presentation, stakeholder management",BSc Finance,BSc Finance; MSc Economics; BSc Accounting; BSc Mathematics,104632,192738,148685
860,Strategy Manager,Unilever,"Derry, UK",Business Consulting,Full-time,Graduate,4/25/2025,"Shape strategic initiatives, evaluate opportunities and support business planning through structured analysis and communication. Key requirements include strategic planning, stakeholder management, presentation, and decision making.","strategic planning, stakeholder management, presentation, decision making, research",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Finance,27266,31042,29154
861,Social Worker,Local Authority,"Belfast, UK",Public Services,Full-time,Entry Level,2/18/2025,"Assess needs, safeguard vulnerable people and coordinate support plans across community or statutory services. Key requirements include safeguarding, communication, reporting, and confidentiality.","safeguarding, communication, reporting, confidentiality, decision making",BA Social Work,BA Social Work; MSc Psychology; BSc Sociology; BSc Health Sciences,26317,32675,29496
862,Surgeon,NHS,"Liverpool, UK",Healthcare,Part-time,Junior,1/26/2025,"Deliver specialist surgical care, assess patients and contribute to safe perioperative treatment planning and documentation. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",MBBS Medicine,MBBS Medicine; MSc Surgical Sciences; BSc Medical Sciences; BSc Biomedical Science,58000,79000,68400
863,Policy Advisor,Cabinet Office,"Exeter, UK",Public Policy,Temporary,Manager,12/12/2025,"Develop evidence-based policy recommendations and support stakeholder engagement, briefing and programme delivery. Key requirements include research, writing, presentation, and stakeholder management.","research, writing, presentation, stakeholder management, communication",BA Politics,BA Politics; MSc Economics; LLB Law; BSc Public Policy,71113,106160,88636
864,Fashion Designer,Next,Hybrid (Manchester),Retail & Fashion,Temporary,Intern,7/28/2025,"Develop fashion concepts, support collections and collaborate across product and merchandising teams. Key requirements include presentation, research, communication, and organisation.","presentation, research, communication, organisation, critical thinking",BA Fashion Design,BA Fashion Design; MA Graphic Design; BSc Textiles; BA Marketing,27767,37873,32820
865,Management Consultant,McKinsey,"Birmingham, UK",Business Consulting,Contract,Junior,11/25/2025,"Analyse business problems, structure recommendations and support transformation or strategy projects for clients. Key requirements include stakeholder management, presentation, business analysis, and strategic planning.","stakeholder management, presentation, business analysis, strategic planning, communication",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Computer Science,37117,66524,51820
866,Social Media Manager,BBC,"Southampton, UK",Marketing,Part-time,Executive,2/7/2025,"Plan and manage social media activity, create engaging content and use performance data to improve campaigns. Key requirements include content strategy, seo, google analytics, and communication.","content strategy, seo, google analytics, communication, writing",BA Marketing,BA Marketing; MSc Strategic Communication; BSc Digital Media; BA Business Management,51000,69000,60000
166,Midwife,Nuffield Health,"Sheffield, UK",Healthcare,Contract,Manager,10/8/2025,"Support women and families through pregnancy, birth and postnatal care while maintaining safe clinical records. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, decision making",BSc Midwifery,BSc Midwifery; MSc Nursing; BSc Health Sciences; MBBS Medicine,42000,57000,50000
868,Structural Engineer,Arup,"Belfast, UK",Engineering,Part-time,Associate,5/2/2025,"Design and assess structural systems, produce technical documentation and support safe, compliant construction outcomes. Key requirements include cad, revit, fea, and problem solving.","cad, revit, fea, problem solving, reporting",BEng Civil Engineering,BEng Civil Engineering; MEng Structural Engineering; BArch Architecture; BEng Mechanical Engineering,47109,66096,56602
869,Farmer,National Trust,"York, UK",Agriculture,Contract,Head of,11/14/2025,"Manage agricultural operations, monitor productivity and maintain safe, efficient working practices across farm activities. Key requirements include organisation, time management, problem solving, and reporting.","organisation, time management, problem solving, reporting, teamwork",BSc Agriculture,BSc Agriculture; MSc Environmental Science; BSc Biology; BSc Animal Science,37000,50000,43500
870,AI Research Scientist,Microsoft Research,"Milton Keynes, UK",Technology,Contract,Senior,2/20/2025,"Conduct research into advanced AI methods, evaluate model performance and communicate findings to support experimentation and product innovation. Key requirements include python, machine learning, deep learning, and statistics.","python, machine learning, deep learning, statistics, research, nlp",BSc Computer Science,BSc Computer Science; MSc Artificial Intelligence; BSc Data Science; BSc Mathematics; PhD Computer Science,77733,102424,90078
871,Farmer,Local Farm Cooperative,"Manchester, UK",Agriculture,Contract,Intern,1/10/2026,"Manage agricultural operations, monitor productivity and maintain safe, efficient working practices across farm activities. Key requirements include organisation, time management, problem solving, and reporting.","organisation, time management, problem solving, reporting, teamwork",BSc Agriculture,BSc Agriculture; MSc Environmental Science; BSc Biology; BSc Animal Science,24512,34716,29614
872,Laboratory Technician,Pfizer,"Nottingham, UK",Healthcare,Full-time,C-Suite,3/2/2025,"Prepare samples, support laboratory testing and maintain accurate records in line with quality and safety procedures. Key requirements include reporting, research, communication, and confidentiality.","reporting, research, communication, confidentiality, organisation",BSc Biomedical Science,BSc Biomedical Science; MSc Biology; BSc Chemistry; BSc Health Sciences,92000,124000,108000
873,Systems Administrator,Capgemini,"Milton Keynes, UK",Technology,Temporary,Head of,7/6/2025,"Maintain server environments, support users and ensure systems are secure, stable and well documented. Key requirements include linux, bash, aws, and azure.","linux, bash, aws, azure, troubleshooting",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,104490,187108,145799
874,Data Engineer,Experian,"Leeds, UK",Data & Analytics,Internship,Intern,1/27/2025,"Build and maintain data pipelines, prepare datasets and support reliable analytics and reporting workflows. Key requirements include python, sql, etl, and data wrangling.","python, sql, etl, data wrangling, aws, reporting",BSc Data Science,BSc Data Science; MSc Computer Science; BEng Software Engineering; BSc Mathematics,30000,41000,35750
875,Accountant (Chartered),PwC,"Exeter, UK",Finance,Contract,Entry Level,4/10/2025,"Prepare financial statements, support audits and provide accurate reporting in line with accounting standards. Key requirements include ifrs, gaap, excel, and reporting.","ifrs, gaap, excel, reporting, forecasting",BSc Accounting,BSc Accounting; MSc Finance; BA Business Management; BSc Economics,22451,47040,34745
876,Interior Designer,Gensler,"York, UK",Architecture,Full-time,C-Suite,1/12/2026,"Create interior design concepts, produce drawings and support client presentations and specification work. Key requirements include autocad, revit, cad, and presentation.","autocad, revit, cad, presentation, communication",BA Interior Design,BA Interior Design; MArch Architecture; BA Graphic Design; BSc Product Design,84000,114000,99000
877,Management Consultant,McKinsey,"Leeds, UK",Business Consulting,Temporary,Manager,8/4/2025,"Analyse business problems, structure recommendations and support transformation or strategy projects for clients. Key requirements include stakeholder management, presentation, business analysis, and strategic planning.","stakeholder management, presentation, business analysis, strategic planning, communication",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Computer Science,70618,118214,94416
878,Curriculum Developer,AQA,"Belfast, UK",Education,Full-time,Principal,1/11/2025,"Design curriculum materials, align learning outcomes and support high-quality educational content development. Key requirements include writing, research, presentation, and communication.","writing, research, presentation, communication, organisation",BA Education,BA Education; MSc Curriculum Studies; BA English; BSc Psychology,54000,72000,62999
879,Museum Curator,National Museums Scotland,"Belfast, UK",Arts & Culture,Temporary,Intern,7/7/2025,"Develop exhibitions, manage collections and create engaging interpretation for public audiences. Key requirements include research, writing, presentation, and organisation.","research, writing, presentation, organisation, communication",BA History,BA History; MSc Museum Studies; BSc Archaeology; BSc Art History,24435,37664,31049
880,Police Officer,Metropolitan Police,"Leicester, UK",Public Services,Temporary,Mid-level,11/5/2025,"Protect the public, respond to incidents and support lawful, professional and well-documented policing activity. Key requirements include communication, decision making, safeguarding, and reporting.","communication, decision making, safeguarding, reporting, confidentiality",BA Criminology,BA Criminology; LLM Law; BSc Psychology; BSc Community and Public Service Management,32000,44000,38000
881,Accountant (Chartered),PwC,"Plymouth, UK",Finance,Full-time,Graduate,8/1/2025,"Prepare financial statements, support audits and provide accurate reporting in line with accounting standards. Key requirements include ifrs, gaap, excel, and reporting.","ifrs, gaap, excel, reporting, forecasting",BSc Accounting,BSc Accounting; MSc Finance; BA Business Management; BSc Economics,29958,41412,35685
882,DevOps Engineer,Accenture,"Milton Keynes, UK",Technology,Temporary,Freelance,8/21/2025,"Maintain CI/CD pipelines, cloud infrastructure and deployment automation to support scalable engineering teams. Key requirements include docker, kubernetes, aws, and jenkins.","docker, kubernetes, aws, jenkins, ci/cd, bash",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,47708,166451,107079
883,Full Stack Developer,Capgemini,Hybrid (Birmingham),Technology,Contract,Freelance,4/14/2025,"Develop end-to-end web applications across frontend and backend components, ensuring maintainable code and reliable delivery. Key requirements include javascript, html, css, and sql.","javascript, html, css, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,48918,163521,106219
294,Midwife,Bupa,"Hull, UK",Healthcare,Part-time,Principal,7/26/2025,"Support women and families through pregnancy, birth and postnatal care while maintaining safe clinical records. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, decision making",BSc Midwifery,BSc Midwifery; MSc Nursing; BSc Health Sciences; MBBS Medicine,48000,64000,56000
885,Operations Manager,Tesco,"London, UK",Operations,Temporary,Principal,12/12/2025,"Lead operational performance, coordinate teams and improve processes, quality and service delivery. Key requirements include leadership, stakeholder management, reporting, and risk management.","leadership, stakeholder management, reporting, risk management, organisation",BSc Operations and Supply Chain Management,BA Business Management; MBA; BSc Management; BSc Supply Chain Management,97132,148177,122654
886,Education Coordinator,Pearson,"Southampton, UK",Education,Temporary,Intern,12/15/2025,"Coordinate educational programmes, support stakeholders and maintain accurate records, communication and scheduling. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, reporting",BA Education,BA Education; MBA; BSc Psychology; BSc Sociology,24576,32075,28325
887,Museum Curator,Tate,"Aberdeen, UK",Arts & Culture,Full-time,Head of,11/25/2025,"Develop exhibitions, manage collections and create engaging interpretation for public audiences. Key requirements include research, writing, presentation, and organisation.","research, writing, presentation, organisation, communication",BA History,BA History; MSc Museum Studies; BSc Archaeology; BSc Art History,55000,75000,65250
888,Pediatrician,Bupa,"Derry, UK",Healthcare,Contract,Mid-level,11/2/2025,"Provide medical care for infants, children and young people while collaborating with families and multidisciplinary teams. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, reporting",MBBS Medicine,MBBS Medicine; MSc Paediatrics; BSc Medical Sciences; BSc Health Sciences,52405,85023,68714
889,Cloud Engineer,Accenture,"Edinburgh, UK",Technology,Part-time,Specialist,9/18/2025,"Implement and support cloud infrastructure, monitor environments and improve platform reliability and scalability. Key requirements include aws, azure, gcp, and linux.","aws, azure, gcp, linux, bash, troubleshooting",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,61631,127560,94595
890,Doctor (General Practitioner),Bupa,"Nottingham, UK",Healthcare,Temporary,Graduate,1/4/2025,"Provide primary care consultations, assess patients and coordinate treatment plans in line with clinical standards. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, reporting",MBBS Medicine,MBBS Medicine; MSc Medical Sciences; BSc Biomedical Science; BSc Health Sciences,27512,36031,31771
891,Systems Administrator,Capgemini,"York, UK",Technology,Full-time,Entry Level,3/28/2025,"Maintain server environments, support users and ensure systems are secure, stable and well documented. Key requirements include linux, bash, aws, and azure.","linux, bash, aws, azure, troubleshooting",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,24999,31836,28417
892,Surgeon,NHS,"Birmingham, UK",Healthcare,Contract,Manager,7/17/2025,"Deliver specialist surgical care, assess patients and contribute to safe perioperative treatment planning and documentation. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",MBBS Medicine,MBBS Medicine; MSc Surgical Sciences; BSc Medical Sciences; BSc Biomedical Science,126347,234418,180382
893,Risk Manager,HSBC,"Birmingham, UK",Finance,Part-time,C-Suite,12/27/2025,"Monitor and assess risk exposure, support governance processes and contribute to mitigation and reporting activity. Key requirements include risk analysis, risk management, reporting, and forecasting.","risk analysis, risk management, reporting, forecasting, communication",BSc Finance,BSc Finance; MSc Economics; BA Business Management; BSc Mathematics,107000,145000,126000
894,Logistics Coordinator,Maersk,"Edinburgh, UK",Logistics,Temporary,Principal,6/19/2025,"Coordinate shipments and schedules, communicate with suppliers and maintain efficient operational tracking and reporting. Key requirements include organisation, reporting, communication, and stakeholder management.","organisation, reporting, communication, stakeholder management, problem solving",BSc Logistics and Supply Chain Management,BSc Logistics and Supply Chain Management; MBA; BSc Supply Chain Management; BSc Operations and Supply Chain Management,38000,52000,44800
895,Biomedical Engineer,Medtronic,"Edinburgh, UK",Healthcare Technology,Full-time,Executive,7/23/2025,"Support the design, testing and maintenance of biomedical equipment and healthcare technologies. Key requirements include data analysis, reporting, problem solving, and research.","data analysis, reporting, problem solving, research, communication",BEng Biomedical Engineering,BEng Biomedical Engineering; MEng Electrical Engineering; BEng Mechanical Engineering; BSc Health Sciences,64000,86000,75000
896,Video Producer,Sky,"Brighton, UK",Media & Publishing,Part-time,Executive,1/28/2026,"Plan and produce video content from concept to delivery, coordinating contributors and maintaining quality outputs. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, writing",BA Media Production,BA Media Production; MA Film Production; BSc Digital Media; BSc Media and Communication,54000,72000,63000
897,Sales Director,Adobe,Hybrid (Manchester),Technology Sales,Contract,Manager,2/1/2025,"Lead sales strategy, manage pipelines and coach teams to achieve commercial growth and client retention. Key requirements include leadership, stakeholder management, presentation, and decision making.","leadership, stakeholder management, presentation, decision making, salesforce",BA Business Management,BA Business Management; MA Marketing; BSc Management; BSc Economics,90755,127202,108978
898,Occupational Therapist,NHS,"Oxford, UK",Healthcare,Part-time,Senior,7/31/2025,"Support patients to improve independence and function through assessment, therapy planning and collaborative care. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, teamwork",BSc Occupational Therapy,BSc Occupational Therapy; MSc Health Sciences; BSc Psychology; BSc Physiotherapy,41000,55000,48000
899,Data Scientist,Ocado,"Nottingham, UK",Data & Analytics,Full-time,Senior,4/22/2025,"Analyse complex datasets, build predictive models and communicate insights to support evidence-based decision making. Key requirements include python, sql, machine learning, and statistics.","python, sql, machine learning, statistics, data analysis, research",BSc Data Science,BSc Data Science; MSc Computer Science; BSc Statistics; BSc Mathematics; PhD Data Science,74348,120795,97571
900,Surveyor,CBRE,"Sheffield, UK",Real Estate,Contract,C-Suite,8/27/2025,"Inspect sites and assets, prepare reports and support valuation, planning or project delivery activities. Key requirements include reporting, risk management, research, and communication.","reporting, risk management, research, communication, stakeholder management",BSc Surveying,BSc Surveying; MEng Civil Engineering; BSc Real Estate; BArch Architecture,76000,103000,90000
901,Librarian,British Library,"Glasgow, UK",Education,Temporary,Intern,6/20/2025,"Support library services, manage information resources and help users access materials effectively and professionally. Key requirements include research, organisation, communication, and reporting.","research, organisation, communication, reporting, customer service",Bachelor of Library Science ,Bachelor of Library Science; MA English; BA History; BA Education,26373,41373,33873
902,Event Planner,Hilton,"York, UK",Events,Contract,Manager,8/10/2025,"Plan and deliver events, coordinate suppliers and maintain high service standards through detailed scheduling and communication. Key requirements include organisation, communication, stakeholder management, and time management.","organisation, communication, stakeholder management, time management, presentation",BA Event Management,BA Event Management; MSc Hospitality Management; BA Business Management; BA Marketing,48000,65000,56250
903,Paralegal,Pinsent Masons,"Manchester, UK",Legal,Full-time,Mid-level,10/31/2025,"Support legal teams through research, document preparation and case or transaction administration. Key requirements include legal research, writing, organisation, and communication.","legal research, writing, organisation, communication, due diligence",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,27000,37000,32000
904,Logistics Coordinator,DHL,"Exeter, UK",Logistics,Part-time,Executive,2/2/2025,"Coordinate shipments and schedules, communicate with suppliers and maintain efficient operational tracking and reporting. Key requirements include organisation, reporting, communication, and stakeholder management.","organisation, reporting, communication, stakeholder management, problem solving",BSc Logistics and Supply Chain Management,BSc Logistics and Supply Chain Management; MBA; BSc Supply Chain Management; BSc Operations and Supply Chain Management,41000,55000,48000
905,Backend Developer,Capgemini,"Oxford, UK",Technology,Temporary,Head of,10/20/2025,"Build and maintain backend services, application logic and database integrations to support secure, scalable digital products. Key requirements include python, java, sql, and rest api.","python, java, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,102125,179886,141005
906,Educational Psychologist,Barnardo’s,"Reading, UK",Education,Part-time,Entry Level,4/2/2025,"Assess learning and developmental needs, support interventions and work with families and educators to improve outcomes. Key requirements include clinical assessment, communication, safeguarding, and research.","clinical assessment, communication, safeguarding, research, reporting",BSc Psychology,BSc Psychology; MSc Educational Psychology; BA Education; BSc Health Sciences,23027,29753,26390
907,Security Specialist,NCC Group,"Swansea, UK",Cybersecurity,Temporary,Associate,8/23/2025,"Support information security controls, investigate incidents and strengthen organisational cyber resilience. Key requirements include siem, incident response, iso 27001, and risk management.","siem, incident response, iso 27001, risk management, vulnerability assessment",BSc Cybersecurity,BSc Cybersecurity; MSc Computer Science; BSc Information Technology; BEng Software Engineering,47832,56530,52181
908,Systems Administrator,NHS Digital,"Southampton, UK",Technology,Part-time,Principal,1/2/2025,"Maintain server environments, support users and ensure systems are secure, stable and well documented. Key requirements include linux, bash, aws, and azure.","linux, bash, aws, azure, troubleshooting",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,93886,140574,117230
909,Academic Advisor,Local Authority,"Plymouth, UK",Education,Temporary,Specialist,6/6/2025,"Advise students on academic planning and progression while supporting pastoral care and accurate record keeping. Key requirements include communication, organisation, presentation, and safeguarding.","communication, organisation, presentation, safeguarding, reporting",BA Education,BA Education; MSc Psychology; BSc Sociology; BA Business Management,30000,41000,35700
910,Criminal Defense Lawyer,Slaughter and May,"Belfast, UK",Legal,Contract,Graduate,1/20/2025,"Represent clients in criminal matters, prepare case strategy and support advocacy through strong legal research and communication. Key requirements include legal research, litigation, negotiation, and writing.","legal research, litigation, negotiation, writing, communication",LLB Law,LLB Law; MA Criminology; BA Politics; BA Business Management,32884,36636,34760
911,Game Designer,Ubisoft,"Derry, UK",Gaming,Full-time,Entry Level,8/6/2025,"Design gameplay concepts, collaborate with artists and developers and iterate on engaging player experiences. Key requirements include presentation, research, communication, and problem solving.","presentation, research, communication, problem solving, teamwork",BA Game Design,BA Game Design; MSc Computer Science; BSc Digital Media; BA Graphic Design,24716,51078,37897
912,Logistics Coordinator,Maersk,Hybrid (Edinburgh),Logistics,Full-time,Mid-level,8/10/2025,"Coordinate shipments and schedules, communicate with suppliers and maintain efficient operational tracking and reporting. Key requirements include organisation, reporting, communication, and stakeholder management.","organisation, reporting, communication, stakeholder management, problem solving",BSc Logistics and Supply Chain Management,BSc Logistics and Supply Chain Management; MBA; BSc Supply Chain Management; BSc Operations and Supply Chain Management,27000,37000,32000
913,QA Engineer,Capgemini,"Hull, UK",Technology,Full-time,Intern,2/5/2026,"Test software releases, identify defects and support quality assurance processes across the development lifecycle. Key requirements include sql, agile, reporting, and git.","sql, agile, reporting, git, problem solving",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,27588,42588,35088
914,Solicitor,Irwin Mitchell,"Glasgow, UK",Legal,Contract,Contract,12/2/2025,"Advise clients on legal matters, draft documents and support case or transaction work with strong attention to detail. Key requirements include legal research, contract drafting, compliance, and writing.","legal research, contract drafting, compliance, writing, communication",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,48163,154219,101191
915,Supply Chain Manager,Maersk,"Sheffield, UK",Logistics,Internship,Entry Level,8/17/2025,"Lead supply chain planning and performance, manage stakeholders and improve resilience, cost and service outcomes. Key requirements include leadership, stakeholder management, risk management, and reporting.","leadership, stakeholder management, risk management, reporting, organisation",BSc Supply Chain Management,BSc Supply Chain Management; MBA; BSc Operations and Supply Chain Management; BSc Management,36000,48000,42160
916,Dietitian,NHS,"Belfast, UK",Healthcare,Part-time,Head of,2/5/2026,"Assess nutritional needs, develop care plans and support patients with evidence-based dietary advice. Key requirements include patient care, clinical assessment, communication, and research.","patient care, clinical assessment, communication, research, reporting",BSc Dietetics,BSc Dietetics; MSc Nutrition; BSc Health Sciences; BSc Biology,44000,60000,52200
917,Systems Administrator,NHS Digital,"Newcastle, UK",Technology,Part-time,Manager,10/13/2025,"Maintain server environments, support users and ensure systems are secure, stable and well documented. Key requirements include linux, bash, aws, and azure.","linux, bash, aws, azure, troubleshooting",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,66397,101173,83785
918,Pediatrician,Bupa,"Edinburgh, UK",Healthcare,Contract,Junior,12/24/2025,"Provide medical care for infants, children and young people while collaborating with families and multidisciplinary teams. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, reporting",MBBS Medicine,MBBS Medicine; MSc Paediatrics; BSc Medical Sciences; BSc Health Sciences,31993,53880,42936
919,Community Manager,Monzo,Hybrid (Birmingham),Marketing,Contract,Head of,10/13/2025,"Manage online communities, support audience engagement and help shape brand communication across digital channels. Key requirements include communication, content strategy, stakeholder engagement, and writing.","communication, content strategy, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,44000,60000,52200
920,Surgeon,Bupa,"Exeter, UK",Healthcare,Temporary,Senior,5/16/2025,"Deliver specialist surgical care, assess patients and contribute to safe perioperative treatment planning and documentation. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",MBBS Medicine,MBBS Medicine; MSc Surgical Sciences; BSc Medical Sciences; BSc Biomedical Science,75701,113159,94430
398,Midwife,Nuffield Health,"York, UK",Healthcare,Internship,Entry Level,10/26/2025,"Support women and families through pregnancy, birth and postnatal care while maintaining safe clinical records. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, decision making",BSc Midwifery,BSc Midwifery; MSc Nursing; BSc Health Sciences; MBBS Medicine,28730,43730,36230
922,Criminal Defense Lawyer,Slaughter and May,"Edinburgh, UK",Legal,Temporary,Executive,2/23/2025,"Represent clients in criminal matters, prepare case strategy and support advocacy through strong legal research and communication. Key requirements include legal research, litigation, negotiation, and writing.","legal research, litigation, negotiation, writing, communication",LLB Law,LLB Law; MA Criminology; BA Politics; BA Business Management,89000,121000,105000
923,Laboratory Technician,Pfizer,"London, UK",Healthcare,Part-time,Intern,1/21/2026,"Prepare samples, support laboratory testing and maintain accurate records in line with quality and safety procedures. Key requirements include reporting, research, communication, and confidentiality.","reporting, research, communication, confidentiality, organisation",BSc Biomedical Science,BSc Biomedical Science; MSc Biology; BSc Chemistry; BSc Health Sciences,22774,36396,29585
924,Database Administrator,Sage,"Oxford, UK",Technology,Part-time,Head of,3/1/2025,"Administer databases, optimise performance and ensure secure, reliable access to critical business data. Key requirements include sql, linux, reporting, and troubleshooting.","sql, linux, reporting, troubleshooting, confidentiality",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,109962,182288,146125
925,Plumber,British Gas,"Swansea, UK",Engineering Services,Temporary,Manager,7/2/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,39000,53000,46250
926,Tax Lawyer,PwC,"Reading, UK",Legal,Full-time,Manager,4/21/2025,"Advise on tax law matters, support compliance and structure clear legal analysis for clients or internal stakeholders. Key requirements include legal research, compliance, writing, and negotiation.","legal research, compliance, writing, negotiation, communication",LLB Law,LLB Law; MSc Accounting; BSc Finance; BSc Economics,86819,124181,105500
927,Video Producer,Channel 4,"Glasgow, UK",Media & Publishing,Contract,Manager,12/11/2025,"Plan and produce video content from concept to delivery, coordinating contributors and maintaining quality outputs. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, writing",BA Media Production,BA Media Production; MA Film Production; BSc Digital Media; BSc Media and Communication,45000,60000,52500
928,Software Engineer,Arm,"Milton Keynes, UK",Technology,Temporary,Manager,9/24/2025,"Design, develop and maintain software applications, collaborating with cross-functional teams to deliver reliable and scalable products. Key requirements include python, java, sql, and git.","python, java, sql, git, agile",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,65757,94048,79902
929,Frontend Developer,Monzo,"Sheffield, UK",Technology,Internship,Intern,5/27/2025,"Develop responsive user interfaces and integrate frontend components that improve usability and performance. Key requirements include javascript, html, css, and git.","javascript, html, css, git, rest api",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Digital Media,21072,37074,29073
930,Investment Banker,Barclays,"Bristol, UK",Finance,Contract,Entry Level,1/11/2025,"Support transaction execution, financial analysis and client presentations across banking and capital markets activity. Key requirements include financial modelling, excel, risk analysis, and presentation.","financial modelling, excel, risk analysis, presentation, stakeholder management",BSc Finance,BSc Finance; MSc Economics; BSc Accounting; BSc Mathematics,29647,53066,41356
931,Operations Manager,Amazon,"Derry, UK",Operations,Full-time,Associate,1/24/2025,"Lead operational performance, coordinate teams and improve processes, quality and service delivery. Key requirements include leadership, stakeholder management, reporting, and risk management.","leadership, stakeholder management, reporting, risk management, organisation",BSc Operations and Supply Chain Management,BA Business Management; MBA; BSc Management; BSc Supply Chain Management,45131,63350,54240
932,Strategy Manager,Unilever,"Belfast, UK",Business Consulting,Full-time,Mid-level,12/3/2025,"Shape strategic initiatives, evaluate opportunities and support business planning through structured analysis and communication. Key requirements include strategic planning, stakeholder management, presentation, and decision making.","strategic planning, stakeholder management, presentation, decision making, research",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Finance,50795,73447,62121
933,Laboratory Technician,AstraZeneca,"Cardiff, UK",Healthcare,Internship,Intern,9/13/2025,"Prepare samples, support laboratory testing and maintain accurate records in line with quality and safety procedures. Key requirements include reporting, research, communication, and confidentiality.","reporting, research, communication, confidentiality, organisation",BSc Biomedical Science,BSc Biomedical Science; MSc Biology; BSc Chemistry; BSc Health Sciences,28000,38000,33000
934,Curriculum Developer,Pearson,"Edinburgh, UK",Education,Temporary,Specialist,3/28/2025,"Design curriculum materials, align learning outcomes and support high-quality educational content development. Key requirements include writing, research, presentation, and communication.","writing, research, presentation, communication, organisation",BA Education,BA Education; MSc Curriculum Studies; BA English; BSc Psychology,40000,54000,47250
935,Charity Fundraiser,Cancer Research UK,Hybrid (Edinburgh),Nonprofit,Contract,Mid-level,11/29/2025,"Develop fundraising campaigns, engage supporters and help secure income to support charitable programmes. Key requirements include communication, presentation, stakeholder engagement, and writing.","communication, presentation, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; MA Nonprofit Management,59841,99402,79621
